1|1|1.000000000
4|2|1.259921074
6|3|1.442249537
5|4|1.587401152
5|5|1.709975958
4|6|1.817120552
4|7|1.912931204
1|8|2.000000000
5|9|2.080084085
5|10|2.154434681
6|11|2.223980188
5|12|2.289428473
5|13|2.351334572
4|14|2.410142422
4|15|2.466212034
4|16|2.519842148
4|17|2.571281672
4|18|2.620741367
3|19|2.668401718
3|20|2.714417458
3|21|2.758924246
3|22|2.802039385
6|23|2.843867064
6|24|2.884499073
6|25|2.924017668
6|26|2.962496042
5|27|3.000000000
5|28|3.036588907
5|29|3.072316885
5|30|3.107232332
5|31|3.141380548
5|32|3.174802303
5|33|3.207534313
5|34|3.239611864
5|35|3.271066427
5|36|3.301927328
5|37|3.332221746
5|38|3.361975431
4|39|3.391211510
5|40|3.419951916
4|41|3.448217154
4|42|3.476026773
4|43|3.503397942
4|44|3.530348301
4|45|3.556893349
4|46|3.583047867
4|47|3.608825922
4|48|3.634241104
4|49|3.659305811
4|50|3.684031487
4|51|3.708429813
4|52|3.732511044
4|53|3.756285667
4|54|3.779763222
4|55|3.802952528
4|56|3.825862408
3|57|3.848501205
3|58|3.870876551
4|59|3.892996311
3|60|3.914867640
3|61|3.936497211
3|62|3.957891703
2|63|3.979057312
1|64|4.000000000
6|65|4.020725727
6|66|4.041240215
6|67|4.061548233
6|68|4.081655025
6|69|4.101565838
6|70|4.121285439
6|71|4.140817642
6|72|4.160167694
6|73|4.179339409
6|74|4.198336601
5|75|4.217163563
6|76|4.235823631
5|77|4.254320621
6|78|4.272658825
6|79|4.290840149
6|80|4.308869362
5|81|4.326748848
5|82|4.344481468
5|83|4.362070560
5|84|4.379518986
5|85|4.396829605
5|86|4.414004803
5|87|4.431047440
6|88|4.447960377
5|89|4.464745045
5|90|4.481404781
5|91|4.497941494
5|92|4.514357567
5|93|4.530654907
5|94|4.546835899
5|95|4.562902451
5|96|4.578856945
5|97|4.594700813
5|98|4.610436440
5|99|4.626064777
5|100|4.641589165
