1|1|1.000000000
4|2|1.414213538
4|3|1.732050776
1|4|2.000000000
5|5|2.236068010
5|6|2.449489832
4|7|2.645751238
4|8|2.828427076
4|9|3.000000000
4|10|3.162277699
4|11|3.316624641
4|12|3.464101553
4|13|3.605551243
3|14|3.741657495
3|15|3.872983217
1|16|4.000000000
5|17|4.123105526
5|18|4.242640972
5|19|4.358899117
5|20|4.472136021
5|21|4.582575798
5|22|4.690415859
5|23|4.795831680
5|24|4.898979664
4|25|5.000000000
4|26|5.099019527
4|27|5.196152687
4|28|5.291502476
4|29|5.385164738
4|30|5.477225780
4|31|5.567764282
4|32|5.656854153
4|33|5.744562626
4|34|5.830951691
4|35|5.916079521
4|36|6.000000000
4|37|6.082762718
4|38|6.164413929
4|39|6.244997978
4|40|6.324555397
4|41|6.403124332
4|42|6.480740547
4|43|6.557438374
4|44|6.633249283
4|45|6.708203793
4|46|6.782330036
4|47|6.855654716
4|48|6.928203106
4|49|7.000000000
4|50|7.071067810
4|51|7.141428471
4|52|7.211102486
3|53|7.280109882
4|54|7.348469257
4|55|7.416198730
3|56|7.483314991
3|57|7.549834251
3|58|7.615773201
3|59|7.681145668
3|60|7.745966434
3|61|7.810249329
3|62|7.874008179
3|63|7.937253952
1|64|8.000000000
5|65|8.062257767
5|66|8.124038696
5|67|8.185353279
5|68|8.246211052
5|69|8.306624413
5|70|8.366600037
5|71|8.426150322
5|72|8.485281944
5|73|8.544003487
5|74|8.602325439
5|75|8.660253525
5|76|8.717798233
5|77|8.774964333
5|78|8.831760406
5|79|8.888195038
5|80|8.944272041
5|81|9.000000000
5|82|9.055384636
5|83|9.110433578
5|84|9.165151596
5|85|9.219544411
5|86|9.273618698
5|87|9.327379227
5|88|9.380831718
5|89|9.433980942
5|90|9.486832619
5|91|9.539392471
5|92|9.591663361
5|93|9.643651009
5|94|9.695360184
5|95|9.746794701
5|96|9.797959328
5|97|9.848857880
5|98|9.899495125
5|99|9.949873924
5|100|10.000000000
